"totalvalue","finsqft","lotsize","bedroom","fullbath","yearbuilt","esdistrict","msdistrict","hsdistrict","censustract","condition","cooling","age","fp"
527200,2026,0.276,4,2,2001,"Crozet","Henley","Western Albemarle","111.03","Good","Central Air",24,"Yes"
840700,1809,10.77,4,2,1984,"Crozet","Henley","Western Albemarle","111.01","Good","Central Air",41,"Yes"
447700,1344,0.437,3,2,1988,"Mountain View","Walton","Monticello","113.03","Good","Central Air",37,"Yes"
806400,2884,0.46,4,3,2005,"Mountain View","Walton","Monticello","112.02","Good","Central Air",20,"Yes"
509500,1616,0.281,4,3,1997,"Mountain View","Walton","Monticello","113.01","Good","Central Air",28,"No"
331000,1320,0,3,2,1985,"Greer","Journey","Albemarle","108.02","Good","Central Air",40,"Yes"
537500,1765,0.318,3,2,1992,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",33,"Yes"
707900,3444,0.351,4,2,1996,"Hollymead","Lakeside","Albemarle","103.02","Good","Central Air",29,"Yes"
365900,1139,1.033,3,2,1976,"Stone-Robinson","Burley","Monticello","104.02","Good","Central Air",49,"No"
265700,1428,0,3,1,1971,"Agnor","Burley","Albemarle","107.02","Good","Central Air",54,"No"
2645900,6773,1.004,4,5,1968,"Murray","Henley","Western Albemarle","110","Good","Central Air",57,"Yes"
1168000,2856,0,4,5,1985,"Murray","Henley","Western Albemarle","110","Good","Central Air",40,"Yes"
910900,2880,7.5,3,4,1998,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",27,"Yes"
374500,1173,1.07,3,3,1972,"Stone-Robinson","Burley","Monticello","104.02","Good","Central Air",53,"Yes"
556000,2188,0.275,4,3,1988,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",37,"Yes"
1670800,3950,15,5,5,1995,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",30,"Yes"
632900,2646,2.609,4,2,1996,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",29,"Yes"
577400,2880,1.28,5,2,2001,"Mountain View","Walton","Monticello","113.01","Good","Central Air",24,"Yes"
263300,1428,0,3,1,1971,"Agnor","Burley","Albemarle","107.02","Good","Central Air",54,"No"
444500,1248,2,3,2,1979,"Murray","Henley","Western Albemarle","110","Good","Central Air",46,"Yes"
441200,1476,0,3,2,1981,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",44,"Yes"
548800,2016,0.3217,4,3,1987,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",38,"Yes"
724100,2413,2.287,3,2,1978,"Ivy","Henley","Western Albemarle","110","Good","Central Air",47,"Yes"
827900,2865,0.362,5,3,2001,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",24,"Yes"
407500,1520,0,3,3,1983,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",42,"Yes"
416900,950,0,3,2,1959,"Murray","Henley","Western Albemarle","110","Good","Central Air",66,"No"
273300,1428,0,3,1,1971,"Agnor","Burley","Albemarle","107.02","Good","Central Air",54,"No"
940200,2319,3.12,4,2,1964,"Ivy","Henley","Western Albemarle","110","Good","Central Air",61,"Yes"
839700,2780,2.342,4,4,1996,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",29,"Yes"
272800,1321,0.08,3,1,1983,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",42,"Yes"
239500,912,0.093,2,1,1981,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",44,"No"
309000,1327,0,3,2,1986,"Greer","Journey","Albemarle","108.02","Good","Central Air",39,"Yes"
433200,1530,0.18,3,2,1980,"Greer","Journey","Albemarle","108.01","Good","Central Air",45,"Yes"
610000,2682,7.35,3,3,1997,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",28,"No"
1295000,3298,0.606,5,3,1995,"Stone-Robinson","Burley","Monticello","104.02","Good","Central Air",30,"Yes"
514000,2240,5,3,3,1997,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",28,"Yes"
496600,1757,0.378,4,3,1989,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",36,"Yes"
961000,2002,2.904,4,2,1984,"Murray","Henley","Western Albemarle","108.02","Good","Central Air",41,"Yes"
382900,1465,0.036,2,2,1994,"Agnor","Burley","Albemarle","106.02","Good","Central Air",31,"Yes"
466300,2461,4,5,3,1999,"Red Hill","Walton","Monticello","114","Good","Central Air",26,"Yes"
393500,1272,0.2296,4,2,1979,"Greer","Journey","Albemarle","107.01","Good","Central Air",46,"Yes"
978700,3293,2.332,4,5,2002,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",23,"Yes"
436900,1680,13.38,3,2,1989,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",36,"No"
693300,2224,3.424,3,2,1970,"Stone-Robinson","Burley","Monticello","104.01","Good","Central Air",55,"Yes"
326200,1152,0,2,2,1988,"Greer","Journey","Albemarle","107.02","Good","Central Air",37,"Yes"
311200,1356,0,3,1,1984,"Agnor","Journey","Albemarle","107.02","Good","Central Air",41,"Yes"
630900,2486,0.41,5,3,1997,"Hollymead","Lakeside","Albemarle","103.03","Good","No Central Air",28,"Yes"
503500,2384,3.594,3,2,1992,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",33,"Yes"
407700,1224,5.11,3,2,1972,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",53,"Yes"
567600,2202,0.275,4,2,1995,"Hollymead","Lakeside","Albemarle","103.02","Good","Central Air",30,"Yes"
385400,1276,0.174,3,2,1979,"Agnor","Burley","Albemarle","106.02","Good","Central Air",46,"Yes"
1519800,936,164.01,2,1,1754,"Red Hill","Walton","Monticello","114","Good","Central Air",271,"No"
704900,2848,0.308,5,3,1998,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",27,"Yes"
265300,1428,0,3,1,1973,"Agnor","Burley","Albemarle","107.02","Good","Central Air",52,"No"
645300,2920,1.162,5,3,1935,"Agnor","Burley","Albemarle","106.02","Good","Central Air",90,"Yes"
497500,2248,0.431,3,2,1989,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",36,"Yes"
308300,988,0,3,2,1963,"Crozet","Henley","Western Albemarle","111.03","Good","Central Air",62,"No"
681300,2840,0.616,4,2,1999,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",26,"Yes"
467100,1570,6.39,3,2,1960,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",65,"Yes"
620700,2994,7.92,3,3,1988,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",37,"Yes"
310500,1293,0,2,2,1983,"Greer","Journey","Albemarle","108.02","Good","Central Air",42,"Yes"
361000,1560,0.047,3,3,2003,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",22,"Yes"
368300,1968,6.37,2,2,1754,"Scottsville","Walton","Monticello","113.01","Good","Central Air",271,"No"
503900,2056,1.249,4,2,1961,"Brownsville","Henley","Western Albemarle","111.02","Good","Central Air",64,"Yes"
343600,1045,0.57,2,1,1964,"Mountain View","Burley","Monticello","113.02","Good","No Central Air",61,"Yes"
343200,1442,0,2,2,1988,"Agnor","Burley","Albemarle","106.02","Good","Central Air",37,"Yes"
1016000,3688,5.156,4,3,1988,"Ivy","Henley","Western Albemarle","102.02","Good","Central Air",37,"Yes"
1771700,3951,0.268,3,4,1982,"Murray","Henley","Western Albemarle","110","Good","Central Air",43,"Yes"
590200,2406,0.198,4,3,2004,"Baker-Butler","Lakeside","Albemarle","103.01","Good","Central Air",21,"Yes"
1133600,3754,4.66,4,3,1978,"Ivy","Henley","Western Albemarle","102.02","Good","Central Air",47,"Yes"
694800,2146,2.3,4,2,1978,"Ivy","Henley","Western Albemarle","110","Good","Central Air",47,"Yes"
460700,2010,0,4,3,1981,"Agnor","Burley","Albemarle","107.02","Good","Central Air",44,"Yes"
466800,2280,0.335,4,2,1999,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",26,"Yes"
528500,1996,2,3,3,1984,"Murray","Henley","Western Albemarle","110","Good","Central Air",41,"Yes"
615400,2316,21.038,3,2,1988,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",37,"Yes"
1888400,5168,5.231,6,5,1988,"Ivy","Henley","Western Albemarle","102.02","Good","Central Air",37,"Yes"
577900,2447,0.355,4,3,1997,"Crozet","Henley","Western Albemarle","111.02","Good","Central Air",28,"Yes"
261100,1261,0,3,1,1972,"Mountain View","Burley","Monticello","113.02","Good","Central Air",53,"No"
340600,1196,2.114,3,1,1975,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",50,"No"
1061600,2853,8.567,3,2,1935,"Brownsville","Henley","Western Albemarle","112.01","Good","No Central Air",90,"Yes"
483000,1904,4.074,3,2,1989,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",36,"Yes"
190800,768,0.962,2,1,1969,"Scottsville","Walton","Monticello","114","Good","Central Air",56,"Yes"
674300,2152,1.463,3,3,1984,"Stone-Robinson","Burley","Monticello","105.01","Good","Central Air",41,"Yes"
988600,2916,4.27,3,2,1977,"Brownsville","Henley","Western Albemarle","112.01","Good","Central Air",48,"Yes"
848400,2524,21.29,2,3,1994,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",31,"Yes"
647900,1824,0.082,3,3,2011,"Agnor","Burley","Albemarle","106.02","Good","Central Air",14,"No"
450900,1336,0.321,3,2,1991,"Mountain View","Walton","Monticello","113.01","Good","Central Air",34,"Yes"
382000,1621,5.004,3,2,1991,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",34,"No"
629100,2124,7.327,4,3,1986,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",39,"Yes"
377900,1126,0.56,4,2,1970,"Baker-Butler","Lakeside","Albemarle","103.01","Good","Central Air",55,"Yes"
619000,2185,2,3,3,1975,"Brownsville","Henley","Western Albemarle","111.02","Good","Central Air",50,"Yes"
423700,1572,0.2574,3,2,1983,"Greer","Journey","Albemarle","107.01","Good","Central Air",42,"Yes"
578200,1211,1,3,2,1975,"Murray","Henley","Western Albemarle","110","Good","Central Air",50,"Yes"
276800,1167,2,3,1,1974,"Scottsville","Walton","Monticello","113.01","Good","Central Air",51,"No"
696000,2283,2.228,4,3,1981,"Ivy","Henley","Western Albemarle","102.02","Good","Central Air",44,"Yes"
596700,2433,0.199,4,2,1998,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",27,"Yes"
1766000,4521,9.72,5,4,1951,"Murray","Henley","Western Albemarle","110","Good","Central Air",74,"Yes"
469300,1700,0.351,4,3,1997,"Crozet","Henley","Western Albemarle","111.02","Good","Central Air",28,"No"
418800,1248,0,3,2,1978,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",47,"Yes"
773900,2097,2.54,4,3,1992,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",33,"Yes"
402100,1728,0.334,4,3,1997,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",28,"No"
319500,1323,0,2,2,1978,"Murray","Henley","Western Albemarle","110","Good","Central Air",47,"No"
549900,1619,3.77,2,2,1981,"Ivy","Henley","Western Albemarle","110","Good","Central Air",44,"No"
318700,1292,0.06,2,2,1999,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",26,"Yes"
419400,1704,0,3,2,1985,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",40,"Yes"
253500,1188,0,3,1,1972,"Mountain View","Burley","Monticello","113.02","Good","Central Air",53,"No"
368400,1847,0.928,2,2,1800,"Stone-Robinson","Burley","Monticello","104.01","Good","Central Air",225,"Yes"
482700,2436,0.3678,4,2,1967,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",58,"Yes"
622100,2127,0.306,4,3,1997,"Mountain View","Walton","Monticello","113.03","Good","Central Air",28,"Yes"
371100,1304,0.164,3,2,1999,"Mountain View","Walton","Monticello","113.03","Good","Central Air",26,"Yes"
396000,1778,2.08,4,2,1915,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",110,"No"
1031400,2610,5.287,3,2,1998,"Murray","Henley","Western Albemarle","110","Good","Central Air",27,"Yes"
568800,2575,0.394,4,2,1997,"Crozet","Henley","Western Albemarle","111.02","Good","Central Air",28,"Yes"
445200,1440,0,4,2,1977,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",48,"Yes"
599400,2749,1.306,5,3,1973,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",52,"Yes"
646500,2609,0.221,4,2,2001,"Mountain View","Burley","Monticello","112.02","Good","Central Air",24,"Yes"
578200,1946,2.34,3,2,1977,"Murray","Henley","Western Albemarle","110","Good","Central Air",48,"Yes"
367100,950,0,3,1,1959,"Murray","Henley","Western Albemarle","110","Good","Central Air",66,"No"
501200,1834,1.02,4,3,2003,"Red Hill","Walton","Monticello","113.01","Good","Central Air",22,"Yes"
799700,2848,0.327,3,2,2001,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",24,"Yes"
461400,2280,0.206,4,2,1994,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",31,"Yes"
1134600,1820,14.76,3,2,1987,"Brownsville","Henley","Western Albemarle","111.03","Good","Central Air",38,"Yes"
520200,2230,0.3923,4,2,1983,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",42,"Yes"
400100,1232,0.24,5,2,1980,"Agnor","Journey","Albemarle","107.02","Good","Central Air",45,"Yes"
529400,2116,0.293,4,2,1990,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",35,"Yes"
511800,1453,2.01,3,2,1975,"Ivy","Henley","Western Albemarle","110","Good","Central Air",50,"Yes"
1417600,3212,5.15,4,3,1987,"Ivy","Henley","Western Albemarle","102.02","Good","Central Air",38,"Yes"
389400,1560,0,2,2,1994,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",31,"Yes"
813400,2908,0.46,4,3,1993,"Stone-Robinson","Burley","Monticello","104.02","Good","Central Air",32,"Yes"
651700,2458,5,3,3,1995,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",30,"Yes"
290400,1292,2.001,4,2,1979,"Stone-Robinson","Walton","Monticello","113.01","Good","Central Air",46,"No"
301400,960,2.05,3,1,1972,"Brownsville","Henley","Western Albemarle","112.01","Good","Central Air",53,"No"
983800,3360,21.24,3,3,1998,"Red Hill","Walton","Monticello","113.01","Good","Central Air",27,"Yes"
635300,3032,4.01,5,3,2005,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",20,"Yes"
404900,1344,0.127,3,2,1981,"Greer","Journey","Albemarle","108.01","Good","Central Air",44,"Yes"
337500,1428,0,3,1,1973,"Agnor","Burley","Albemarle","107.02","Good","Central Air",52,"Yes"
486000,2430,11.851,4,2,1979,"Red Hill","Walton","Monticello","114","Good","Central Air",46,"Yes"
640200,2525,0.208,4,3,1998,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",27,"Yes"
632200,2190,2.233,3,3,1991,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",34,"Yes"
1237800,2671,7,3,2,1985,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",40,"Yes"
703800,2216,9.525,3,4,1992,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",33,"Yes"
1241700,2869,3.905,4,5,1989,"Greer","Journey","Albemarle","108.02","Good","Central Air",36,"Yes"
2768600,3309,5.317,2,4,1949,"Murray","Henley","Western Albemarle","110","Good","Central Air",76,"Yes"
562100,1879,0.72,4,3,1968,"Murray","Henley","Western Albemarle","110","Good","Central Air",57,"Yes"
534700,2590,0.414,4,3,1992,"Crozet","Henley","Western Albemarle","111.01","Good","Central Air",33,"No"
326300,1196,2.021,3,2,1975,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",50,"Yes"
867700,2579,1.55,4,2,1973,"Ivy","Henley","Western Albemarle","110","Good","Central Air",52,"Yes"
2271000,4118,5.802,4,4,1989,"Ivy","Henley","Western Albemarle","110","Good","Central Air",36,"Yes"
605900,2640,0.258,4,3,2004,"Crozet","Henley","Western Albemarle","111.02","Good","Central Air",21,"Yes"
845600,3197,1.95,4,4,1959,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",66,"Yes"
512100,1927,2.294,2,1,1998,"Brownsville","Henley","Western Albemarle","112.01","Good","Central Air",27,"No"
329200,1152,2,3,2,1971,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",54,"No"
653000,2256,10.487,4,2,1977,"Broadus Wood","Journey","Albemarle","101","Good","Central Air",48,"Yes"
661700,2668,1.99,4,3,1950,"Murray","Henley","Western Albemarle","110","Good","Central Air",75,"Yes"
650700,2192,0.765,4,3,1972,"Greer","Journey","Albemarle","108.01","Good","Central Air",53,"Yes"
333000,1368,0.172,3,2,1999,"Stony Point","Burley","Monticello","105.02","Good","Central Air",26,"Yes"
712400,2208,0.54,4,3,1995,"Agnor","Burley","Albemarle","106.02","Good","Central Air",30,"Yes"
273300,1428,0,3,1,1973,"Agnor","Burley","Albemarle","107.02","Good","Central Air",52,"No"
434000,1332,0,3,3,1992,"Agnor","Burley","Albemarle","106.02","Good","Central Air",33,"Yes"
841800,1527,1.111,3,3,1953,"Murray","Henley","Western Albemarle","110","Good","Central Air",72,"Yes"
902100,3601,6.76,4,3,1953,"Red Hill","Walton","Monticello","112.01","Good","Central Air",72,"Yes"
279500,1040,0,2,1,1984,"Agnor","Burley","Albemarle","106.02","Good","Central Air",41,"Yes"
390700,1400,2.675,4,3,1978,"Scottsville","Walton","Monticello","114","Good","Central Air",47,"No"
284000,1080,0,3,2,1984,"Greer","Journey","Albemarle","108.02","Good","Central Air",41,"Yes"
548500,1840,1.376,4,3,1995,"Murray","Henley","Western Albemarle","110","Good","Central Air",30,"Yes"
1152900,3243,3,3,2,1993,"Stony Point","Burley","Monticello","105.01","Good","Central Air",32,"Yes"
484900,1772,0.366,3,2,1987,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",38,"Yes"
413700,1926,2.069,3,3,1968,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",57,"Yes"
469600,1416,1.4,3,2,1879,"Ivy","Henley","Western Albemarle","110","Good","Central Air",146,"Yes"
593000,2235,0.273,3,2,2001,"Hollymead","Lakeside","Albemarle","103.02","Good","Central Air",24,"Yes"
1647500,4076,0.849,5,5,2001,"Stone-Robinson","Burley","Monticello","104.02","Good","Central Air",24,"Yes"
1076900,3088,2.59,4,2,1985,"Greer","Journey","Albemarle","108.02","Good","Central Air",40,"Yes"
674900,2648,5.819,3,2,1981,"Murray","Henley","Western Albemarle","112.01","Good","Central Air",44,"No"
571300,1936,4.05,3,3,1996,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",29,"Yes"
493300,2016,1.033,5,3,1987,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",38,"Yes"
385200,1382,2.079,5,3,1977,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",48,"Yes"
456000,1696,0.262,3,3,1999,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",26,"Yes"
2739400,4461,96.15,4,5,1994,"Murray","Henley","Western Albemarle","112.01","Good","Central Air",31,"Yes"
1097300,3123,5.222,4,3,1987,"Murray","Henley","Western Albemarle","110","Excellent","Central Air",38,"Yes"
526300,1342,0,4,3,1962,"Agnor","Journey","Albemarle","107.02","Excellent","Central Air",63,"Yes"
1061600,2170,27.818,3,2,1988,"Stony Point","Lakeside","Albemarle","104.01","Excellent","Central Air",37,"Yes"
360000,1104,0,3,2,1970,"Brownsville","Henley","Western Albemarle","112.01","Excellent","Central Air",55,"No"
1877300,3157,25.783,3,3,1952,"Stone-Robinson","Burley","Monticello","104.01","Excellent","Central Air",73,"Yes"
1034400,2990,2.181,4,4,1963,"Woodbrook","Journey","Albemarle","106.04","Excellent","Central Air",62,"Yes"
608100,2040,2,3,2,1940,"Brownsville","Henley","Western Albemarle","112.01","Excellent","Central Air",85,"Yes"
382800,1880,0.831,2,3,1966,"Ivy","Henley","Western Albemarle","101","Excellent","Central Air",59,"No"
445200,1624,0.526,3,2,1990,"Mountain View","Walton","Monticello","113.01","Excellent","Central Air",35,"No"
3080800,5672,79.218,4,4,1995,"Brownsville","Henley","Western Albemarle","112.01","Excellent","Central Air",30,"Yes"
484700,1772,0.053,3,2,2007,"Mountain View","Walton","Monticello","113.01","Excellent","Central Air",18,"No"
375000,1988,1.05,4,2,1978,"Mountain View","Walton","Monticello","113.01","Excellent","Central Air",47,"No"
303800,960,0,3,1,1974,"Brownsville","Henley","Western Albemarle","112.01","Excellent","No Central Air",51,"No"
