"totalvalue","finsqft","lotsize","bedroom","fullbath","yearbuilt","esdistrict","msdistrict","hsdistrict","censustract","condition","cooling","age","fp"
1166300,3354,3.062,4,5,2000,"Murray","Henley","Western Albemarle","112.02","Average","Central Air",25,"Yes"
348000,1092,17.797,3,1,1989,"Red Hill","Walton","Monticello","114","Average","Central Air",36,"Yes"
1092100,3324,5.29,4,3,2002,"Murray","Henley","Western Albemarle","112.01","Average","Central Air",23,"Yes"
309200,1144,0,2,3,1985,"Agnor","Journey","Albemarle","106.03","Average","Central Air",40,"No"
459700,2611,2.56,4,2,1970,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",55,"Yes"
388100,1816,1.056,3,3,1984,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",41,"No"
570500,2155,10.16,3,2,1994,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",31,"Yes"
437800,1300,0.2618,4,3,1981,"Agnor","Journey","Albemarle","106.03","Average","Central Air",44,"Yes"
47800,760,3.7,3,1,1972,"Scottsville","Walton","Monticello","114","Average","No Central Air",53,"Yes"
625700,1714,0.224,2,2,2020,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",5,"Yes"
420500,1200,0,3,2,1971,"Greer","Journey","Albemarle","108.01","Average","Central Air",54,"Yes"
500200,2087,5,3,2,2006,"Red Hill","Walton","Monticello","114","Average","Central Air",19,"No"
769300,3080,19.5,4,2,1979,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",46,"Yes"
715400,2876,2.101,4,4,2004,"Baker-Butler","Lakeside","Albemarle","104.01","Average","Central Air",21,"Yes"
755700,2853,0.131,4,4,2021,"Stony Point","Burley","Monticello","105.01","Average","Central Air",4,"Yes"
1074900,3448,2.003,5,4,2002,"Ivy","Henley","Western Albemarle","102.02","Average","Central Air",23,"Yes"
255700,1148,0,3,1,1985,"Agnor","Journey","Albemarle","107.02","Average","Central Air",40,"No"
516200,2203,9,1,2,2004,"Scottsville","Walton","Monticello","114","Average","Central Air",21,"Yes"
482600,2148,0.047,4,3,2023,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",2,"No"
543900,2200,0.08,3,2,2021,"Mountain View","Walton","Monticello","113.03","Average","Central Air",4,"No"
341900,1402,0.046,3,2,2007,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",18,"No"
821200,2997,19.56,4,3,2011,"Stony Point","Burley","Monticello","104.01","Average","Central Air",14,"Yes"
424000,1818,5,3,1,1962,"Brownsville","Henley","Western Albemarle","112.01","Average","No Central Air",63,"Yes"
507500,2577,0.157,2,3,1999,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",26,"Yes"
254500,1568,6,3,2,1987,"Ivy","Henley","Western Albemarle","101","Average","No Central Air",38,"Yes"
578800,2912,0.212,5,2,2003,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",22,"Yes"
305000,1324,0.368,3,2,1999,"Stony Point","Burley","Monticello","105.02","Average","Central Air",26,"No"
457100,1612,0.2145,3,2,1983,"Agnor","Burley","Albemarle","106.02","Average","Central Air",42,"Yes"
431900,1056,21.89,3,1,1984,"Mountain View","Walton","Monticello","112.02","Average","Central Air",41,"No"
338500,1374,1.474,3,2,1983,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",42,"No"
1403700,3522,2.755,4,3,1997,"Ivy","Henley","Western Albemarle","110","Average","Central Air",28,"Yes"
299200,1276,0.971,4,2,1962,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",63,"No"
680600,2269,0.342,3,2,2000,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",25,"Yes"
836900,3245,21.06,3,3,1990,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",35,"Yes"
393000,1600,0.047,3,2,2011,"Stone-Robinson","Burley","Monticello","105.02","Average","Central Air",14,"No"
2069300,4587,1.776,4,5,2017,"Stone-Robinson","Burley","Monticello","105.01","Average","Central Air",8,"Yes"
413700,1786,1.556,3,2,1984,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",41,"Yes"
989300,2610,0.423,4,3,2014,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",11,"Yes"
756300,2071,0.153,3,3,2020,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",5,"Yes"
533100,2168,1.388,3,3,1990,"Mountain View","Walton","Monticello","104.02","Average","Central Air",35,"Yes"
276400,1270,0,3,2,1987,"Mountain View","Walton","Monticello","113.03","Average","Central Air",38,"Yes"
355400,1593,0.09,3,2,2005,"Crozet","Henley","Western Albemarle","111.03","Average","Central Air",20,"Yes"
678100,2627,2.8,5,4,2003,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",22,"Yes"
478300,2306,0.075,3,2,2023,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",2,"No"
344700,1766,0.55,3,2,1956,"Stone-Robinson","Walton","Monticello","104.02","Average","No Central Air",69,"Yes"
526400,1728,0.116,3,3,2022,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",3,"No"
316100,1344,2.703,3,2,1993,"Scottsville","Walton","Monticello","114","Average","Central Air",32,"No"
455700,1624,0.263,4,2,2000,"Mountain View","Walton","Monticello","113.03","Average","Central Air",25,"Yes"
519300,2798,0.165,4,3,2004,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",21,"Yes"
917900,2240,0.187,4,3,2018,"Agnor","Burley","Albemarle","106.02","Average","Central Air",7,"Yes"
363300,1188,2.017,4,2,1977,"Mountain View","Walton","Monticello","113.01","Average","No Central Air",48,"Yes"
410200,1768,2.6,3,2,1986,"Red Hill","Walton","Monticello","112.01","Average","Central Air",39,"Yes"
432400,2394,0,4,2,1973,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",52,"Yes"
463400,2232,0.284,4,3,1999,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",26,"Yes"
627100,2404,0.136,4,3,2022,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",3,"Yes"
606900,1862,11.949,3,2,1979,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",46,"Yes"
1170700,1454,76.84,3,2,1985,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",40,"No"
780000,3368,10,4,3,1977,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",48,"Yes"
380400,1803,0.092,3,2,1999,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",26,"Yes"
454800,1778,0.135,3,2,2003,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",22,"Yes"
498700,1915,0.142,2,2,2002,"Mountain View","Burley","Monticello","112.02","Average","Central Air",23,"No"
341200,1504,1.389,3,2,1982,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",43,"Yes"
165600,1404,0.6,3,2,2009,"Red Hill","Walton","Monticello","114","Average","Central Air",16,"No"
1917500,3897,1.59,4,4,2015,"Stone-Robinson","Burley","Monticello","105.01","Average","Central Air",10,"Yes"
306900,1232,6.25,3,1,1968,"Stony Point","Lakeside","Albemarle","104.01","Average","No Central Air",57,"Yes"
1679700,4234,0.469,4,4,2019,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",6,"Yes"
428500,1974,0.035,3,2,2022,"Mountain View","Walton","Monticello","113.03","Average","Central Air",3,"No"
331200,1386,0,4,3,1969,"Greer","Journey","Albemarle","108.02","Average","Central Air",56,"Yes"
1495100,3339,21,4,4,2013,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",12,"Yes"
864800,1568,2.024,2,1,2010,"Red Hill","Walton","Monticello","112.01","Average","Central Air",15,"No"
136400,876,0.399,3,1,1935,"Red Hill","Walton","Monticello","114","Average","Central Air",90,"No"
729800,3200,0.164,5,4,2010,"Agnor","Burley","Albemarle","106.02","Average","Central Air",15,"Yes"
390400,1536,5.08,3,1,1930,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",95,"No"
367300,1476,2.308,3,1,1955,"Stone-Robinson","Burley","Monticello","104.01","Average","No Central Air",70,"Yes"
290900,1200,0.046,4,2,2023,"Mountain View","Walton","Monticello","113.02","Average","Central Air",2,"No"
360100,1232,1.487,3,1,1972,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",53,"Yes"
1353300,2982,16.406,2,3,1982,"Murray","Henley","Western Albemarle","110","Average","Central Air",43,"Yes"
685200,2048,0.19,4,2,2020,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",5,"Yes"
407600,2028,0.385,4,2,1969,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",56,"Yes"
274200,1512,0.914,3,1,1951,"Red Hill","Walton","Monticello","114","Average","No Central Air",74,"No"
561700,1754,0.248,2,2,2001,"Agnor","Burley","Albemarle","106.02","Average","Central Air",24,"Yes"
890400,3854,0.459,4,3,2018,"Mountain View","Burley","Monticello","112.02","Average","Central Air",7,"Yes"
502700,2504,0.452,4,2,2007,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",18,"Yes"
1227800,3329,0.689,5,4,2018,"Mountain View","Walton","Monticello","112.02","Average","Central Air",7,"Yes"
321300,1626,0.033,3,2,1995,"Agnor","Journey","Albemarle","106.03","Average","Central Air",30,"No"
269400,1288,0.2296,3,2,1981,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",44,"Yes"
782000,3109,0.72,3,3,2011,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",14,"Yes"
147100,1512,2,3,2,2002,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",23,"Yes"
766100,2704,13.963,3,3,1997,"Crozet","Henley","Western Albemarle","112.01","Average","Central Air",28,"Yes"
399000,2226,0,3,2,1979,"Agnor","Burley","Albemarle","107.02","Average","Central Air",46,"Yes"
403000,1560,0.193,4,2,1979,"Greer","Journey","Albemarle","108.01","Average","Central Air",46,"Yes"
159500,2773,0.101,4,3,2024,"Mountain View","Walton","Monticello","113.03","Average","Central Air",1,"Yes"
486700,2093,0,4,2,1991,"Greer","Journey","Albemarle","108.02","Average","Central Air",34,"Yes"
619500,2590,0.508,6,3,1998,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",27,"Yes"
858000,2587,0.459,4,3,2016,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",9,"Yes"
342900,1320,0.086,3,2,2010,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",15,"No"
444400,1532,2,3,2,1983,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",42,"No"
139900,901,1,3,1,1959,"Stony Point","Lakeside","Albemarle","104.01","Average","No Central Air",66,"Yes"
423700,2286,3.551,4,2,1992,"Ivy","Henley","Western Albemarle","101","Average","Central Air",33,"No"
1657800,1716,95.88,4,1,1798,"Stone-Robinson","Walton","Monticello","113.01","Average","No Central Air",227,"Yes"
423000,1960,0.033,3,2,2021,"Mountain View","Walton","Monticello","113.03","Average","Central Air",4,"No"
837100,3180,2.181,4,4,2008,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",17,"Yes"
278100,1458,0.106,3,2,1995,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",30,"No"
719200,2529,1.746,4,4,1993,"Murray","Henley","Western Albemarle","110","Average","Central Air",32,"Yes"
862400,4084,6.474,4,1,1843,"Brownsville","Henley","Western Albemarle","111.02","Average","No Central Air",182,"Yes"
430600,1885,100,3,2,1920,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",105,"Yes"
772800,2533,0.26,4,3,2022,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",3,"Yes"
774700,1995,0.118,4,3,2019,"Stony Point","Burley","Monticello","105.01","Average","Central Air",6,"Yes"
706700,3752,1.378,5,3,2003,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",22,"Yes"
318400,1452,0.234,3,2,1989,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",36,"Yes"
248300,960,2.001,3,1,1983,"Crozet","Henley","Western Albemarle","101","Average","Central Air",42,"Yes"
387000,1372,0.11,2,2,1999,"Mountain View","Burley","Monticello","112.02","Average","Central Air",26,"Yes"
851700,2067,2.64,5,3,2003,"Murray","Henley","Western Albemarle","112.01","Average","Central Air",22,"Yes"
788100,3453,4.1,4,4,2008,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",17,"Yes"
491000,1793,0.28,4,3,1990,"Mountain View","Walton","Monticello","113.03","Average","Central Air",35,"Yes"
646100,3002,3,3,3,2005,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",20,"Yes"
520400,2352,0.04,4,3,2024,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",1,"Yes"
914300,3420,0.522,4,4,2006,"Mountain View","Walton","Monticello","112.02","Average","Central Air",19,"Yes"
344700,975,0,3,1,1959,"Murray","Henley","Western Albemarle","110","Average","Central Air",66,"No"
251600,1260,0,3,1,1981,"Agnor","Journey","Albemarle","107.02","Average","Central Air",44,"No"
535800,2286,0.093,4,3,2024,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",1,"No"
1022600,3488,21,5,2,2007,"Stony Point","Lakeside","Albemarle","104.01","Average","Central Air",18,"Yes"
576500,2307,0.264,4,2,1996,"Agnor","Burley","Albemarle","106.02","Average","Central Air",29,"Yes"
266000,1320,0.0379,3,2,1999,"Agnor","Burley","Albemarle","106.02","Average","Central Air",26,"Yes"
360500,1278,0.3752,3,2,1968,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",57,"Yes"
685300,2340,2.007,4,3,1988,"Ivy","Henley","Western Albemarle","110","Average","Central Air",37,"Yes"
242000,1008,2.65,2,2,1990,"Stony Point","Lakeside","Albemarle","104.01","Average","Central Air",35,"No"
230300,1161,0,3,1,1972,"Mountain View","Burley","Monticello","113.02","Average","Central Air",53,"No"
553700,2259,0.173,4,2,2007,"Mountain View","Walton","Monticello","113.01","Average","Central Air",18,"Yes"
2762100,10120,61.94,7,4,1850,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",175,"Yes"
644900,2512,0.199,4,3,2018,"Stony Point","Burley","Monticello","105.01","Average","Central Air",7,"No"
429500,1583,0.254,3,2,1995,"Mountain View","Walton","Monticello","113.03","Average","Central Air",30,"Yes"
275800,1038,0.3734,3,2,1974,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",51,"No"
769300,2464,52.527,4,2,1975,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",50,"Yes"
235300,1160,1.608,3,1,1973,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",52,"No"
232100,960,2.01,2,1,1978,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",47,"No"
286200,1056,2.23,3,1,1980,"Ivy","Henley","Western Albemarle","110","Average","Central Air",45,"Yes"
343200,1456,1,3,2,2010,"Red Hill","Walton","Monticello","112.02","Average","Central Air",15,"No"
298300,1536,0.0888,3,2,1998,"Agnor","Burley","Albemarle","106.02","Average","Central Air",27,"Yes"
729100,2624,0.122,5,4,2015,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",10,"Yes"
548100,3197,0.158,4,3,2002,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",23,"Yes"
665900,2192,2.868,3,2,2013,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",12,"Yes"
653400,2691,0.379,4,3,1996,"Agnor","Burley","Albemarle","106.02","Average","Central Air",29,"Yes"
390500,2396,4.54,4,1,1963,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",62,"Yes"
514500,2200,0.08,3,2,2022,"Mountain View","Walton","Monticello","113.03","Average","Central Air",3,"No"
556000,2290,2.74,3,2,2007,"Scottsville","Walton","Monticello","113.01","Average","Central Air",18,"Yes"
1857600,6086,5.292,6,6,2006,"Murray","Henley","Western Albemarle","112.01","Average","Central Air",19,"Yes"
426600,1850,0.073,3,2,2019,"Stony Point","Burley","Monticello","105.01","Average","Central Air",6,"No"
505500,2442,0.434,5,2,2004,"Mountain View","Walton","Monticello","113.03","Average","Central Air",21,"Yes"
571300,2814,0.219,5,3,2008,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",17,"Yes"
670500,2087,0.268,3,2,2024,"Agnor","Burley","Albemarle","106.02","Average","Central Air",1,"Yes"
796600,2616,0.103,4,4,2021,"Stony Point","Burley","Monticello","105.01","Average","Central Air",4,"Yes"
307300,1125,0,3,1,1965,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",60,"Yes"
182600,2052,0.95,4,3,2003,"Red Hill","Walton","Monticello","114","Average","Central Air",22,"No"
498300,1797,0.067,4,3,2021,"Mountain View","Walton","Monticello","113.03","Average","Central Air",4,"No"
252100,1322,0.076,3,2,1991,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",34,"Yes"
476400,2430,0.115,4,3,2012,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",13,"No"
1070900,2856,3.31,5,3,2000,"Ivy","Henley","Western Albemarle","110","Average","Central Air",25,"Yes"
344500,1248,3.03,3,2,1969,"Broadus Wood","Journey","Albemarle","102.02","Average","No Central Air",56,"No"
1047400,2548,168.332,2,2,1995,"Red Hill","Walton","Monticello","114","Average","No Central Air",30,"No"
372500,1974,0.0383,3,2,2020,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",5,"No"
386900,1496,1.054,4,2,1979,"Stone-Robinson","Walton","Monticello","104.02","Average","Central Air",46,"Yes"
221200,966,5.472,2,1,1922,"Broadus Wood","Journey","Albemarle","102.01","Average","No Central Air",103,"No"
619800,2436,4.9,4,2,2006,"Red Hill","Walton","Monticello","113.01","Average","Central Air",19,"Yes"
647600,2757,0.146,5,4,2022,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",3,"Yes"
759800,3357,3.005,4,2,1987,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",38,"Yes"
742000,1826,11.74,4,3,1981,"Ivy","Henley","Western Albemarle","110","Average","Central Air",44,"Yes"
506100,1846,0.075,3,3,2022,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",3,"No"
5e+05,1736,3.01,3,2,1987,"Baker-Butler","Lakeside","Albemarle","103.02","Average","Central Air",38,"Yes"
504900,1977,0.472,3,2,1989,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",36,"Yes"
565900,2711,0.259,5,2,2007,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",18,"Yes"
285000,1008,2,3,1,1973,"Scottsville","Walton","Monticello","114","Average","No Central Air",52,"No"
362300,1336,0,3,3,1993,"Agnor","Burley","Albemarle","106.02","Average","Central Air",32,"Yes"
499800,2420,1.893,3,2,1985,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",40,"Yes"
536300,1152,63,2,1,2009,"Scottsville","Walton","Monticello","113.01","Average","Central Air",16,"No"
405600,1566,0.326,3,2,1993,"Mountain View","Walton","Monticello","113.01","Average","Central Air",32,"No"
175000,1120,1,3,1,1972,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",53,"Yes"
721400,2902,5.107,4,3,2005,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",20,"Yes"
1225200,3703,0.77,3,2,1997,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",28,"Yes"
460900,2382,8.99,5,4,1973,"Crozet","Henley","Western Albemarle","101","Average","Central Air",52,"Yes"
354000,1302,0.116,3,1,1981,"Greer","Journey","Albemarle","108.01","Average","Central Air",44,"Yes"
223900,836,0.539,3,1,1998,"Brownsville","Henley","Western Albemarle","112.01","Average","No Central Air",27,"No"
523300,1485,6.57,3,2,2020,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",5,"Yes"
538200,1525,1.857,4,3,1971,"Stony Point","Burley","Monticello","105.01","Average","Central Air",54,"Yes"
397200,1879,0.034,3,3,2023,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",2,"No"
665900,2858,0.504,5,3,2001,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",24,"Yes"
596700,2402,0.397,6,3,2002,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",23,"Yes"
437200,1743,0.069,3,2,2019,"Mountain View","Walton","Monticello","113.03","Average","Central Air",6,"No"
157600,712,1,2,1,1940,"Murray","Henley","Western Albemarle","110","Average","No Central Air",85,"No"
261700,1157,1,3,1,1964,"Scottsville","Walton","Monticello","114","Average","Central Air",61,"No"
783900,2657,3.18,3,2,1870,"Murray","Henley","Western Albemarle","110","Average","Central Air",155,"Yes"
732000,3236,0.221,6,4,2009,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",16,"Yes"
637100,2560,0.417,3,2,1991,"Agnor","Burley","Albemarle","106.02","Average","Central Air",34,"Yes"
318900,1088,2.58,3,1,1975,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",50,"No"
761300,2986,2,3,3,1992,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",33,"Yes"
729500,2724,0.284,3,3,2003,"Agnor","Burley","Albemarle","106.02","Average","Central Air",22,"Yes"
577100,2156,34.998,3,3,1992,"Red Hill","Walton","Monticello","112.02","Average","Central Air",33,"Yes"
558300,2075,12.83,4,2,1986,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",39,"Yes"
223300,956,1.9,3,2,1968,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",57,"No"
2895100,3130,2.7,4,4,1954,"Murray","Henley","Western Albemarle","110","Average","Central Air",71,"Yes"
1065000,2506,0.202,4,3,2023,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",2,"Yes"
480200,1919,0.179,3,2,1997,"Mountain View","Burley","Monticello","112.02","Average","Central Air",28,"Yes"
475700,1768,5.44,3,2,1998,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",27,"No"
398800,2103,0.067,3,2,2021,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",4,"No"
636600,3364,3.868,3,2,2007,"Murray","Henley","Western Albemarle","110","Average","Central Air",18,"Yes"
614600,2320,0.127,3,3,2010,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",15,"Yes"
502200,2179,0.081,3,2,2019,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",6,"No"
490100,1814,0.176,3,2,2003,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",22,"Yes"
307300,1386,0,4,3,1969,"Greer","Journey","Albemarle","108.02","Average","Central Air",56,"No"
257700,1050,0,3,1,1972,"Crozet","Henley","Western Albemarle","111.03","Average","No Central Air",53,"No"
403700,1610,0.109,3,2,2009,"Stone-Robinson","Burley","Monticello","105.02","Average","Central Air",16,"No"
368300,1443,0.045,3,3,1995,"Agnor","Burley","Albemarle","106.02","Average","Central Air",30,"Yes"
378500,1660,2,3,2,2008,"Scottsville","Walton","Monticello","113.01","Average","Central Air",17,"No"
785200,3134,4.94,3,3,2007,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",18,"No"
880500,2632,0.127,4,3,2024,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",1,"Yes"
634800,2588,3.85,5,3,1997,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",28,"Yes"
796100,2998,2.118,4,3,2004,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",21,"Yes"
607900,3229,2.66,5,4,1958,"Red Hill","Walton","Monticello","112.02","Average","Central Air",67,"Yes"
855600,2764,0.134,5,3,2017,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",8,"Yes"
247400,1160,5,3,2,1995,"Scottsville","Walton","Monticello","113.01","Average","Central Air",30,"No"
378300,1600,0.025,3,3,2024,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",1,"No"
950600,2753,4.8,4,4,1967,"Ivy","Henley","Western Albemarle","102.02","Average","No Central Air",58,"Yes"
436900,1956,0.919,3,3,1988,"Greer","Journey","Albemarle","108.02","Average","No Central Air",37,"Yes"
648400,2260,3.4,5,4,1988,"Murray","Henley","Western Albemarle","110","Average","Central Air",37,"Yes"
614300,2384,0.204,4,3,2014,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",11,"Yes"
959500,1984,15.45,3,2,1972,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",53,"Yes"
453800,1989,0.339,3,2,1993,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",32,"Yes"
745400,2972,0.092,5,4,2017,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",8,"Yes"
344400,1234,0,2,2,1950,"Greer","Journey","Albemarle","108.01","Average","Central Air",75,"Yes"
341500,1813,0.198,3,2,1994,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",31,"Yes"
1115000,2511,0.142,3,2,1998,"Murray","Henley","Western Albemarle","110","Average","Central Air",27,"Yes"
144600,1034,1,3,1,1993,"Stone-Robinson","Burley","Monticello","104.01","Average","No Central Air",32,"No"
805400,4428,2.396,4,3,2011,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",14,"Yes"
201200,960,0,3,1,1974,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",51,"No"
302800,1310,0.042,2,2,2007,"Mountain View","Walton","Monticello","113.01","Average","Central Air",18,"No"
279500,1235,0.172,1,1,1997,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",28,"No"
511100,2432,5,3,2,1993,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",32,"Yes"
1218600,4142,0.611,6,5,2002,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",23,"Yes"
312200,1260,0,2,2,1987,"Mountain View","Walton","Monticello","113.03","Average","Central Air",38,"Yes"
624200,2062,0.232,2,2,2002,"Agnor","Burley","Albemarle","106.02","Average","Central Air",23,"Yes"
697500,2480,0.103,4,4,2012,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",13,"Yes"
541000,2357,0.033,4,3,2018,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",7,"No"
272700,1408,0,2,2,1984,"Agnor","Journey","Albemarle","107.02","Average","Central Air",41,"No"
652300,2980,0.342,4,4,2006,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",19,"Yes"
832600,3276,2,4,4,2006,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",19,"Yes"
1386600,3892,3.225,4,4,2002,"Ivy","Henley","Western Albemarle","110","Average","Central Air",23,"Yes"
402500,1604,5,3,3,2001,"Stony Point","Lakeside","Albemarle","104.01","Average","Central Air",24,"No"
432100,1597,4.14,3,2,1990,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",35,"Yes"
372700,1548,0.51,3,2,1951,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",74,"No"
439100,1674,0,4,3,1983,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",42,"Yes"
544800,1836,1.398,3,3,1983,"Ivy","Henley","Western Albemarle","110","Average","Central Air",42,"Yes"
1106700,3870,7.033,3,3,1967,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",58,"Yes"
374400,1764,0.12,3,2,1995,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",30,"Yes"
944300,3288,0.253,4,3,2020,"Stony Point","Burley","Monticello","105.01","Average","Central Air",5,"Yes"
501500,1680,0.068,3,3,2014,"Agnor","Burley","Albemarle","106.02","Average","Central Air",11,"Yes"
290900,960,2.668,3,1,1978,"Stony Point","Burley","Monticello","105.01","Average","No Central Air",47,"No"
372500,1489,0.034,2,2,2024,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",1,"No"
1508900,2599,43.88,4,2,1984,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",41,"Yes"
758500,2913,0.262,3,2,2016,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",9,"Yes"
